timestamp,week,week_start,week_end,team1_name,team1_current_score,team1_projected_score,team2_name,team2_current_score,team2_projected_score
2026-03-29T17:17:26.191475,22,2026-03-23,2026-03-29,More Like HelleSUCK Am I Right,361.5,416.97,The Big Sticks,244.5,273.48
2026-03-29T17:17:26.191511,22,2026-03-23,2026-03-29,Return Of The Mack,204.0,262.35,you're on your own sid,238.0,272.05
2026-03-29T17:17:26.191527,22,2026-03-23,2026-03-29,The Nose Goes,239.5,287.24,Weast Coast Bruins,264.5,298.55
2026-03-29T17:17:26.191541,22,2026-03-23,2026-03-29,Pucker McPuckface,236.0,272.0,erica's Optimal Team,272.0,288.0
2026-03-29T17:30:37.652689,22,2026-03-23,2026-03-29,More Like HelleSUCK Am I Right,363.0,418.43,The Big Sticks,245.5,274.47
2026-03-29T17:30:37.652717,22,2026-03-23,2026-03-29,Return Of The Mack,205.0,263.34,you're on your own sid,238.0,272.05
2026-03-29T17:30:37.652730,22,2026-03-23,2026-03-29,The Nose Goes,241.0,288.71,Weast Coast Bruins,264.5,298.51
2026-03-29T17:30:37.652742,22,2026-03-23,2026-03-29,Pucker McPuckface,236.0,271.99,erica's Optimal Team,272.0,287.99
2026-03-29T18:02:12.376427,22,2026-03-23,2026-03-29,More Like HelleSUCK Am I Right,364.0,419.39,The Big Sticks,245.5,274.45
2026-03-29T18:02:12.376453,22,2026-03-23,2026-03-29,Return Of The Mack,204.5,262.82,you're on your own sid,238.0,272.05
2026-03-29T18:02:12.376466,22,2026-03-23,2026-03-29,The Nose Goes,241.5,289.18,Weast Coast Bruins,265.0,298.98
2026-03-29T18:02:12.376477,22,2026-03-23,2026-03-29,Pucker McPuckface,236.5,272.48,erica's Optimal Team,273.0,288.98
2026-03-29T18:38:04.267864,22,2026-03-23,2026-03-29,More Like HelleSUCK Am I Right,367.5,414.86,The Big Sticks,246.0,271.95
2026-03-29T18:38:04.267897,22,2026-03-23,2026-03-29,Return Of The Mack,208.5,263.48,you're on your own sid,238.0,272.05
2026-03-29T18:38:04.267911,22,2026-03-23,2026-03-29,The Nose Goes,242.5,285.67,Weast Coast Bruins,269.5,297.72
2026-03-29T18:38:04.267923,22,2026-03-23,2026-03-29,Pucker McPuckface,236.5,270.67,erica's Optimal Team,274.5,288.92
2026-03-29T18:58:35.748568,22,2026-03-23,2026-03-29,More Like HelleSUCK Am I Right,367.5,406.97,The Big Sticks,246.0,269.0
2026-03-29T18:58:35.748595,22,2026-03-23,2026-03-29,Return Of The Mack,208.5,260.2,you're on your own sid,238.0,272.05
2026-03-29T18:58:35.748608,22,2026-03-23,2026-03-29,The Nose Goes,242.5,281.22,Weast Coast Bruins,269.5,292.04
2026-03-29T18:58:35.748620,22,2026-03-23,2026-03-29,Pucker McPuckface,236.5,268.88,erica's Optimal Team,274.5,287.37
2026-03-29T19:38:45.329070,22,2026-03-23,2026-03-29,More Like HelleSUCK Am I Right,371.0,410.35,The Big Sticks,246.5,269.45
2026-03-29T19:38:45.329099,22,2026-03-23,2026-03-29,Return Of The Mack,205.5,257.15,you're on your own sid,238.0,272.05
2026-03-29T19:38:45.329112,22,2026-03-23,2026-03-29,The Nose Goes,254.0,292.65,Weast Coast Bruins,272.5,294.95
2026-03-29T19:38:45.329124,22,2026-03-23,2026-03-29,Pucker McPuckface,237.5,269.85,erica's Optimal Team,273.5,286.35
2026-03-29T20:28:23.859300,22,2026-03-23,2026-03-29,More Like HelleSUCK Am I Right,371.0,410.35,The Big Sticks,246.5,269.45
2026-03-29T20:28:23.859327,22,2026-03-23,2026-03-29,Return Of The Mack,205.5,257.15,you're on your own sid,238.0,272.05
2026-03-29T20:28:23.859340,22,2026-03-23,2026-03-29,The Nose Goes,254.0,292.65,Weast Coast Bruins,272.5,294.95
2026-03-29T20:28:23.859352,22,2026-03-23,2026-03-29,Pucker McPuckface,237.5,269.85,erica's Optimal Team,273.5,286.35
2026-03-29T20:32:17.625651,22,2026-03-23,2026-03-29,More Like HelleSUCK Am I Right,371.0,410.35,The Big Sticks,246.5,269.45
2026-03-29T20:32:17.625680,22,2026-03-23,2026-03-29,Return Of The Mack,205.5,257.15,you're on your own sid,238.0,272.05
2026-03-29T20:32:17.625693,22,2026-03-23,2026-03-29,The Nose Goes,254.0,292.65,Weast Coast Bruins,272.5,294.95
2026-03-29T20:32:17.625705,22,2026-03-23,2026-03-29,Pucker McPuckface,237.5,269.85,erica's Optimal Team,273.5,286.35
2026-03-29T21:31:40.961212,22,2026-03-23,2026-03-29,More Like HelleSUCK Am I Right,371.5,400.73,The Big Sticks,251.5,269.9
2026-03-29T21:31:40.961240,22,2026-03-23,2026-03-29,Return Of The Mack,218.0,255.84,you're on your own sid,237.0,262.09
2026-03-29T21:31:40.961252,22,2026-03-23,2026-03-29,The Nose Goes,262.0,293.17,Weast Coast Bruins,278.0,293.06
2026-03-29T21:31:40.961264,22,2026-03-23,2026-03-29,Pucker McPuckface,242.5,265.97,erica's Optimal Team,273.5,286.35
2026-03-29T22:27:32.036746,22,2026-03-23,2026-03-29,More Like HelleSUCK Am I Right,386.0,405.07,The Big Sticks,257.0,270.84
2026-03-29T22:27:32.036777,22,2026-03-23,2026-03-29,Return Of The Mack,233.5,257.57,you're on your own sid,243.0,259.15
2026-03-29T22:27:32.036791,22,2026-03-23,2026-03-29,The Nose Goes,274.0,297.67,Weast Coast Bruins,296.0,303.63
2026-03-29T22:27:32.036803,22,2026-03-23,2026-03-29,Pucker McPuckface,250.0,265.04,erica's Optimal Team,273.5,286.35
